X	Y	NODES	DEPOTS	CAPACITY	TRAVEL	TIME
92	30	10	228	0	174	10
90	35	10	229	0	177	10
88	30	10	230	74	104	10
88	35	20	231	0	179	10
87	30	10	232	0	178	10
85	25	10	233	51	81	10
85	35	30	234	0	182	10
67	85	20	235	139	169	10
65	85	40	236	43	73	10
65	82	10	237	0	189	10
62	80	30	238	75	105	10
60	80	10	239	37	67	10
60	85	30	240	85	115	10
58	75	20	241	92	122	10
55	80	10	242	33	63	10
55	85	20	243	0	191	10
55	82	10	244	64	94	10
20	82	10	245	37	67	10
18	80	10	246	0	192	10
2	45	10	247	0	191	10
42	5	10	248	0	184	10
42	12	10	249	104	134	10
72	35	30	250	0	194	10
55	20	19	251	0	196	10
25	30	3	252	0	205	10
20	50	5	253	91	121	10
55	60	16	254	0	211	10
30	60	16	255	140	170	10
50	35	19	256	130	160	10
30	25	23	257	0	203	10
15	10	20	258	152	182	10
10	20	19	259	0	187	10
15	60	17	260	0	203	10
45	65	9	261	0	214	10
65	35	3	262	52	82	10
65	20	6	263	0	190	10
45	30	17	264	53	83	10
35	40	16	265	11	41	10
41	37	16	266	133	163	10
64	42	9	267	70	100	10
40	60	21	268	144	174	10
31	52	27	269	41	71	10
35	69	23	270	180	210	10
65	55	14	271	0	204	10
63	65	8	272	0	202	10
2	60	5	273	0	190	10
20	20	8	274	141	171	10
5	5	16	275	0	172	10
60	12	31	276	75	105	10
23	3	7	277	150	180	10
8	56	27	278	90	120	10
6	68	30	279	89	119	10
47	47	13	280	192	222	10
49	58	10	281	0	217	10
27	43	9	282	0	215	10
37	31	14	283	0	210	10
57	29	18	284	96	126	10
63	23	2	285	0	194	10
21	24	28	286	0	197	10
12	24	13	287	90	120	10
24	58	19	288	67	97	10
67	5	25	289	0	177	10
37	47	6	290	0	225	10
49	42	13	291	0	217	10
53	43	14	292	14	44	10
61	52	3	293	178	208	10
57	48	23	294	0	212	10
56	37	6	295	0	209	10
55	54	26	296	0	214	10
4	18	35	297	0	181	10
26	52	9	298	0	215	10
26	35	15	299	77	107	10
31	67	3	300	180	210	10
25	85	20	301	0	191	10
22	75	30	302	0	199	10
22	85	10	303	0	190	10
20	80	40	304	141	171	10
20	85	20	305	0	189	10
18	75	20	306	0	196	10
15	75	20	307	0	194	10
15	80	10	308	91	121	10
10	35	20	309	91	121	10
10	40	30	310	0	198	10
8	40	40	311	59	89	10
8	45	20	312	0	197	10
5	35	10	313	142	172	10
5	45	10	314	0	194	10
2	40	20	315	58	88	10
0	40	20	316	0	188	10
0	45	20	317	0	189	10
44	5	20	318	0	184	10
42	10	40	319	0	189	10
42	15	10	320	0	194	10
40	5	10	321	0	185	10
40	15	40	322	0	195	10
38	5	30	323	65	95	10
38	15	10	324	0	194	10
35	5	20	325	154	184	10
95	30	30	326	0	171	10
95	35	20	327	0	172	10
92	30	10	328	0	174	10
90	35	10	329	0	177	10
88	30	10	330	0	178	10
88	35	20	331	0	179	10
87	30	10	332	0	178	10
85	25	10	333	0	178	10
85	35	30	334	0	182	10
67	85	20	335	0	185	10
65	85	40	336	0	186	10
65	82	10	337	0	189	10
62	80	30	338	75	105	10
60	80	10	339	0	193	10
60	85	30	340	0	189	10
58	75	20	341	0	199	10
55	80	10	342	0	196	10
55	85	20	343	0	191	10
55	82	10	344	64	94	10
20	82	10	345	0	192	10
18	80	10	346	0	192	10
2	45	10	347	0	191	10
42	5	10	348	0	184	10
42	12	10	349	0	191	10
72	35	30	350	0	194	10
55	20	19	351	0	196	10
25	30	3	352	0	205	10
20	50	5	353	91	121	10
55	60	16	354	0	211	10
30	60	16	355	140	170	10
50	35	19	356	0	211	10
30	25	23	357	0	203	10
15	10	20	358	152	182	10
10	20	19	359	0	187	10
15	60	17	360	0	203	10
45	65	9	361	0	214	10
65	35	3	362	52	82	10
65	20	6	363	0	190	10
45	30	17	364	0	209	10
35	40	16	365	0	218	10
41	37	16	366	0	216	10
64	42	9	367	70	100	10
40	60	21	368	0	220	10
31	52	27	369	41	71	10
35	69	23	370	0	210	10
65	55	14	371	0	204	10
63	65	8	372	0	202	10
2	60	5	373	0	190	10
20	20	8	374	141	171	10
5	5	16	375	0	172	10
60	12	31	376	75	105	10
23	3	7	377	150	180	10
8	56	27	378	0	197	10
6	68	30	379	89	119	10
47	47	13	380	0	222	10
49	58	10	381	0	217	10
27	43	9	382	0	215	10
37	31	14	383	0	210	10
57	29	18	384	96	126	10
63	23	2	385	0	194	10
21	24	28	386	0	197	10
12	24	13	387	90	120	10
24	58	19	388	0	212	10
67	5	25	389	0	177	10
37	47	6	390	0	225	10
49	42	13	391	0	217	10
53	43	14	392	14	44	10
61	52	3	393	0	208	10
57	48	23	394	0	212	10
56	37	6	395	0	209	10
55	54	26	396	0	214	10
4	18	35	397	0	181	10
26	52	9	398	0	215	10
26	35	15	399	77	107	10
31	67	3	400	180	210	10
25	85	20	401	71	191	10
22	75	30	402	30	150	10
22	85	10	403	64	184	10
20	80	40	404	151	161	10
20	85	20	405	40	160	10
18	75	20	406	96	123	10
15	75	20	407	35	155	10
15	80	10	408	101	111	10
10	35	20	409	101	111	10
10	40	30	410	123	144	10
8	40	40	411	69	79	10
8	45	20	412	32	152	10
5	35	10	413	152	162	10
5	45	10	414	35	117	10
2	40	20	415	68	78	10
0	40	20	416	59	114	10
0	45	20	417	147	180	10
44	5	20	418	79	124	10
42	10	40	419	58	115	10
42	15	10	420	111	162	10
40	5	10	421	45	165	10
40	15	40	422	94	119	10
38	5	30	423	75	85	10
38	15	10	424	128	194	10
35	5	20	425	171	181	10
95	30	30	426	58	171	10
95	35	20	427	60	93	10
92	30	10	428	55	120	10
90	35	10	429	52	112	10
88	30	10	430	75	102	10
88	35	20	431	50	170	10
87	30	10	432	116	175	10
85	25	10	433	51	85	10
85	35	30	434	62	182	10
67	85	20	435	138	169	10
65	85	40	436	43	78	10
65	82	10	437	69	189	10
62	80	30	438	85	95	10
60	80	10	439	36	74	10
60	85	30	440	87	112	10
58	75	20	441	92	121	10
55	80	10	442	33	66	10
55	85	20	443	117	168	10
55	82	10	444	74	84	10
20	82	10	445	37	72	10
18	80	10	446	98	157	10
2	45	10	447	38	109	10
42	5	10	448	64	184	10
42	12	10	449	109	128	10
72	35	30	450	71	191	10
55	20	19	451	69	126	10
25	30	3	452	25	145	10
20	50	5	453	101	111	10
55	60	16	454	127	180	10
30	60	16	455	150	160	10
50	35	19	456	130	159	10
30	25	23	457	82	139	10
15	10	20	458	172	182	10
10	20	19	459	42	162	10
15	60	17	460	137	202	10
45	65	9	461	55	106	10
65	35	3	462	62	72	10
65	20	6	463	39	108	10
45	30	17	464	53	82	10
35	40	16	465	11	43	10
41	37	16	466	134	161	10
64	42	9	467	80	90	10
40	60	21	468	144	173	10
31	52	27	469	51	61	10
35	69	23	470	172	210	10
65	55	14	471	52	107	10
63	65	8	472	27	147	10
2	60	5	473	65	118	10
20	20	8	474	151	161	10
5	5	16	475	57	172	10
60	12	31	476	85	95	10
23	3	7	477	163	173	10
8	56	27	478	90	119	10
6	68	30	479	99	109	10
47	47	13	480	190	222	10
49	58	10	481	80	121	10
27	43	9	482	14	134	10
37	31	14	483	19	139	10
57	29	18	484	106	116	10
63	23	2	485	42	162	10
21	24	28	486	77	126	10
12	24	13	487	100	110	10
24	58	19	488	67	96	10
67	5	25	489	105	177	10
37	47	6	490	74	127	10
49	42	13	491	97	217	10
53	43	14	492	15	25	10
61	52	3	493	173	208	10
57	48	23	494	50	170	10
56	37	6	495	20	140	10
55	54	26	496	87	207	10
4	18	35	497	112	157	10
26	52	9	498	14	134	10
26	35	15	499	87	97	10
31	67	3	500	200	210	10
25	85	20	501	130	190	10
22	75	30	502	35	95	10
22	85	10	503	94	154	10
20	80	40	504	126	186	10
20	85	20	505	40	100	10
18	75	20	506	80	140	10
15	75	20	507	64	124	10
15	80	10	508	76	136	10
10	35	20	509	76	136	10
10	40	30	510	104	164	10
8	40	40	511	44	104	10
8	45	20	512	49	109	10
5	35	10	513	127	187	10
5	45	10	514	35	95	10
2	40	20	515	43	103	10
0	40	20	516	57	117	10
0	45	20	517	129	189	10
44	5	20	518	72	132	10
42	10	40	519	57	117	10
42	15	10	520	107	167	10
40	5	10	521	52	112	10
40	15	40	522	77	137	10
38	5	30	523	50	110	10
38	15	10	524	133	193	10
35	5	20	525	124	184	10
95	30	30	526	100	160	10
95	35	20	527	57	117	10
92	30	10	528	55	115	10
90	35	10	529	52	112	10
88	30	10	530	59	119	10
88	35	20	531	50	110	10
87	30	10	532	116	176	10
85	25	10	533	51	111	10
85	35	30	534	96	156	10
67	85	20	535	124	184	10
65	85	40	536	43	103	10
65	82	10	537	109	169	10
62	80	30	538	60	120	10
60	80	10	539	36	96	10
60	85	30	540	70	130	10
58	75	20	541	77	137	10
55	80	10	542	33	93	10
55	85	20	543	113	173	10
55	82	10	544	49	109	10
20	82	10	545	37	97	10
18	80	10	546	98	158	10
2	45	10	547	38	98	10
42	5	10	548	124	184	10
42	12	10	549	89	149	10
72	35	30	550	101	161	10
55	20	19	551	68	128	10
25	30	3	552	37	97	10
20	50	5	553	76	136	10
55	60	16	554	124	184	10
30	60	16	555	125	185	10
50	35	19	556	115	175	10
30	25	23	557	81	141	10
15	10	20	558	122	182	10
10	20	19	559	42	102	10
15	60	17	560	140	200	10
45	65	9	561	51	111	10
65	35	3	562	37	97	10
65	20	6	563	39	99	10
45	30	17	564	38	98	10
35	40	16	565	11	71	10
41	37	16	566	118	178	10
64	42	9	567	55	115	10
40	60	21	568	129	189	10
31	52	27	569	26	86	10
35	69	23	570	150	210	10
65	55	14	571	50	110	10
63	65	8	572	27	87	10
2	60	5	573	62	122	10
20	20	8	574	126	186	10
5	5	16	575	59	119	10
60	12	31	576	60	120	10
23	3	7	577	120	180	10
8	56	27	578	75	135	10
6	68	30	579	74	134	10
47	47	13	580	162	222	10
49	58	10	581	71	131	10
27	43	9	582	27	87	10
37	31	14	583	20	80	10
57	29	18	584	81	141	10
63	23	2	585	72	132	10
21	24	28	586	72	132	10
12	24	13	587	75	135	10
24	58	19	588	52	112	10
67	5	25	589	117	177	10
37	47	6	590	71	131	10
49	42	13	591	152	212	10
53	43	14	592	14	74	10
61	52	3	593	148	208	10
57	48	23	594	80	140	10
56	37	6	595	20	80	10
55	54	26	596	117	177	10
4	18	35	597	105	165	10
26	52	9	598	31	91	10
26	35	15	599	62	122	10
31	67	3	600	150	210	10
25	85	20	601	125	191	10
22	75	30	602	32	97	10
22	85	10	603	101	146	10
20	80	40	604	71	193	10
20	85	20	605	40	113	10
18	75	20	606	55	164	10
15	75	20	607	69	118	10
15	80	10	608	56	155	10
10	35	20	609	51	160	10
10	40	30	610	90	177	10
8	40	40	611	33	152	10
8	45	20	612	49	108	10
5	35	10	613	62	191	10
5	45	10	614	35	117	10
2	40	20	615	39	161	10
0	40	20	616	59	114	10
0	45	20	617	60	189	10
44	5	20	618	79	124	10
42	10	40	619	58	115	10
42	15	10	620	111	162	10
40	5	10	621	52	111	10
40	15	40	622	55	158	10
38	5	30	623	45	164	10
38	15	10	624	128	194	10
35	5	20	625	54	184	10
95	30	30	626	105	154	10
95	35	20	627	57	172	10
92	30	10	628	55	120	10
90	35	10	629	52	112	10
88	30	10	630	52	159	10
88	35	20	631	50	110	10
87	30	10	632	116	175	10
85	25	10	633	51	178	10
85	35	30	634	100	151	10
67	85	20	635	61	185	10
65	85	40	636	43	186	10
65	82	10	637	113	164	10
62	80	30	638	37	148	10
60	80	10	639	36	191	10
60	85	30	640	50	149	10
58	75	20	641	48	165	10
55	80	10	642	33	166	10
55	85	20	643	117	168	10
55	82	10	644	35	148	10
20	82	10	645	37	177	10
18	80	10	646	98	157	10
2	45	10	647	38	109	10
42	5	10	648	120	184	10
42	12	10	649	79	158	10
72	35	30	650	104	157	10
55	20	19	651	69	126	10
25	30	3	652	36	97	10
20	50	5	653	57	154	10
55	60	16	654	127	180	10
30	60	16	655	95	214	10
50	35	19	656	88	201	10
30	25	23	657	82	139	10
15	10	20	658	56	182	10
10	20	19	659	42	125	10
15	60	17	660	137	202	10
45	65	9	661	55	106	10
65	35	3	662	29	158	10
65	20	6	663	39	108	10
45	30	17	664	20	139	10
35	40	16	665	11	140	10
41	37	16	666	92	203	10
64	42	9	667	28	141	10
40	60	21	668	100	217	10
31	52	27	669	9	134	10
35	69	23	670	60	210	10
65	55	14	671	52	107	10
63	65	8	672	27	101	10
2	60	5	673	65	118	10
20	20	8	674	72	193	10
5	5	16	675	60	117	10
60	12	31	676	42	143	10
23	3	7	677	52	180	10
8	56	27	678	46	163	10
6	68	30	679	54	153	10
47	47	13	680	97	222	10
49	58	10	681	80	121	10
27	43	9	682	26	87	10
37	31	14	683	19	87	10
57	29	18	684	62	159	10
63	23	2	685	76	127	10
21	24	28	686	77	126	10
12	24	13	687	68	141	10
24	58	19	688	24	139	10
67	5	25	689	105	177	10
37	47	6	690	74	127	10
49	42	13	691	151	212	10
53	43	14	692	14	155	10
61	52	3	693	69	208	10
57	48	23	694	86	133	10
56	37	6	695	20	84	10
55	54	26	696	121	172	10
4	18	35	697	112	157	10
26	52	9	698	30	91	10
26	35	15	699	37	146	10
31	67	3	700	66	210	10
25	85	20	701	49	191	10
22	75	30	702	30	168	10
22	85	10	703	95	152	10
20	80	40	704	69	193	10
20	85	20	705	40	189	10
18	75	20	706	60	159	10
15	75	20	707	54	133	10
15	80	10	708	67	144	10
10	35	20	709	57	154	10
10	40	30	710	106	161	10
8	40	40	711	33	152	10
8	45	20	712	32	148	10
5	35	10	713	53	191	10
5	45	10	714	35	194	10
2	40	20	715	39	163	10
0	40	20	716	41	141	10
0	45	20	717	51	189	10
44	5	20	718	73	130	10
42	10	40	719	40	148	10
42	15	10	720	94	179	10
40	5	10	721	45	161	10
40	15	40	722	64	149	10
38	5	30	723	45	164	10
38	15	10	724	51	194	10
35	5	20	725	45	183	10
95	30	30	726	90	169	10
95	35	20	727	57	172	10
92	30	10	728	55	174	10
90	35	10	729	52	174	10
88	30	10	730	52	147	10
88	35	20	731	50	172	10
87	30	10	732	61	178	10
85	25	10	733	51	178	10
85	35	30	734	83	168	10
67	85	20	735	57	185	10
65	85	40	736	43	186	10
65	82	10	737	95	182	10
62	80	30	738	38	141	10
60	80	10	739	36	193	10
60	85	30	740	61	138	10
58	75	20	741	49	164	10
55	80	10	742	33	180	10
55	85	20	743	100	185	10
55	82	10	744	35	142	10
20	82	10	745	37	192	10
18	80	10	746	71	184	10
2	45	10	747	38	191	10
42	5	10	748	50	184	10
42	12	10	749	99	138	10
72	35	30	750	83	178	10
55	20	19	751	45	150	10
25	30	3	752	25	150	10
20	50	5	753	68	143	10
55	60	16	754	107	200	10
30	60	16	755	95	214	10
50	35	19	756	91	198	10
30	25	23	757	56	165	10
15	10	20	758	51	182	10
10	20	19	759	42	187	10
15	60	17	760	62	203	10
45	65	9	761	37	124	10
65	35	3	762	29	168	10
65	20	6	763	39	190	10
45	30	17	764	20	139	10
35	40	16	765	11	150	10
41	37	16	766	97	198	10
64	42	9	767	31	138	10
40	60	21	768	101	216	10
31	52	27	769	9	139	10
35	69	23	770	30	210	10
65	55	14	771	30	129	10
63	65	8	772	27	202	10
2	60	5	773	46	137	10
20	20	8	774	71	193	10
5	5	16	775	57	165	10
60	12	31	776	48	131	10
23	3	7	777	49	180	10
8	56	27	778	47	162	10
6	68	30	779	65	142	10
47	47	13	780	93	222	10
49	58	10	781	78	123	10
27	43	9	782	14	140	10
37	31	14	783	19	172	10
57	29	18	784	73	148	10
63	23	2	785	59	144	10
21	24	28	786	63	140	10
12	24	13	787	91	118	10
24	58	19	788	27	136	10
67	5	25	789	52	177	10
37	47	6	790	53	148	10
49	42	13	791	89	217	10
53	43	14	792	14	177	10
61	52	3	793	50	208	10
57	48	23	794	76	143	10
56	37	6	795	20	159	10
55	54	26	796	105	188	10
4	18	35	797	104	165	10
26	52	9	798	14	136	10
26	35	15	799	42	141	10
31	67	3	800	43	210	10
