X	Y	NODES	DEPOTS	CAPACITY	TRAVEL	TIME
15	60	17	560	634	874	10
45	65	9	561	198	438	10
65	35	3	562	107	347	10
65	20	6	563	39	279	10
45	30	17	564	131	371	10
35	40	16	565	11	251	10
41	37	16	566	506	746	10
64	42	9	567	208	448	10
40	60	21	568	552	792	10
31	52	27	569	97	337	10
35	69	23	570	690	930	10
65	55	14	571	181	421	10
63	65	8	572	27	267	10
2	60	5	573	226	466	10
20	20	8	574	585	825	10
5	5	16	575	172	412	10
60	12	31	576	208	448	10
23	3	7	577	660	900	10
8	56	27	578	305	545	10
6	68	30	579	292	532	10
47	47	13	580	702	942	10
49	58	10	581	295	535	10
27	43	9	582	92	332	10
37	31	14	583	45	285	10
57	29	18	584	335	575	10
63	23	2	585	284	524	10
21	24	28	586	289	529	10
12	24	13	587	299	539	10
24	58	19	588	200	440	10
67	5	25	589	653	893	10
37	47	6	590	299	539	10
49	42	13	591	659	899	10
53	43	14	592	14	254	10
61	52	3	593	688	928	10
57	48	23	594	332	572	10
56	37	6	595	40	280	10
55	54	26	596	502	742	10
4	18	35	597	487	727	10
26	52	9	598	112	352	10
26	35	15	599	248	488	10
31	67	3	600	690	930	10
25	85	20	601	591	874	10
22	75	30	602	73	350	10
22	85	10	603	473	588	10
20	80	40	604	418	913	10
20	85	20	605	40	390	10
18	75	20	606	249	646	10
15	75	20	607	281	438	10
15	80	10	608	272	581	10
10	35	20	609	236	625	10
10	40	30	610	470	687	10
8	40	40	611	33	510	10
8	45	20	612	166	399	10
5	35	10	613	359	911	10
5	45	10	614	35	457	10
2	40	20	615	39	538	10
0	40	20	616	214	415	10
0	45	20	617	359	909	10
44	5	20	618	338	451	10
42	10	40	619	205	422	10
42	15	10	620	511	682	10
40	5	10	621	158	391	10
40	15	40	622	263	606	10
38	5	30	623	45	522	10
38	15	10	624	598	883	10
35	5	20	625	348	904	10
95	30	30	626	509	668	10
95	35	20	627	57	664	10
92	30	10	628	68	349	10
90	35	10	629	131	376	10
88	30	10	630	114	497	10
88	35	20	631	102	347	10
87	30	10	632	564	797	10
85	25	10	633	51	673	10
85	35	30	634	462	631	10
67	85	20	635	396	905	10
65	85	40	636	43	712	10
65	82	10	637	530	703	10
62	80	30	638	131	544	10
60	80	10	639	36	800	10
60	85	30	640	233	544	10
58	75	20	641	207	664	10
55	80	10	642	33	624	10
55	85	20	643	549	718	10
55	82	10	644	62	491	10
20	82	10	645	37	677	10
18	80	10	646	435	662	10
2	45	10	647	38	366	10
42	5	10	648	636	904	10
42	12	10	649	423	576	10
72	35	30	650	471	662	10
55	20	19	651	281	490	10
25	30	3	652	109	360	10
20	50	5	653	284	585	10
55	60	16	654	568	753	10
30	60	16	655	421	896	10
50	35	19	656	404	829	10
30	25	23	657	347	566	10
15	10	20	658	380	902	10
10	20	19	659	42	466	10
15	60	17	660	613	894	10
45	65	9	661	230	405	10
65	35	3	662	29	587	10
65	20	6	663	39	353	10
45	30	17	664	20	497	10
35	40	16	665	11	570	10
41	37	16	666	423	828	10
64	42	9	667	112	543	10
40	60	21	668	441	902	10
31	52	27	669	9	532	10
35	69	23	670	211	930	10
65	55	14	671	201	400	10
63	65	8	672	27	382	10
2	60	5	673	255	436	10
20	20	8	674	427	913	10
5	5	16	675	183	400	10
60	12	31	676	162	493	10
23	3	7	677	360	900	10
8	56	27	678	195	654	10
6	68	30	679	258	565	10
47	47	13	680	426	942	10
49	58	10	681	369	460	10
27	43	9	682	85	338	10
37	31	14	683	19	326	10
57	29	18	684	304	605	10
63	23	2	685	318	489	10
21	24	28	686	332	485	10
12	24	13	687	365	472	10
24	58	19	688	100	539	10
67	5	25	689	565	897	10
37	47	6	690	324	513	10
49	42	13	691	651	906	10
53	43	14	692	14	669	10
61	52	3	693	298	928	10
57	48	23	694	385	518	10
56	37	6	695	20	299	10
55	54	26	696	538	705	10
4	18	35	697	546	667	10
26	52	9	698	109	354	10
26	35	15	699	170	565	10
31	67	3	700	262	930	10
25	85	20	701	388	911	10
22	75	30	702	30	546	10
22	85	10	703	353	708	10
20	80	40	704	425	913	10
20	85	20	705	40	630	10
18	75	20	706	228	667	10
15	75	20	707	161	558	10
15	80	10	708	229	624	10
10	35	20	709	213	648	10
10	40	30	710	404	753	10
8	40	40	711	33	511	10
8	45	20	712	46	519	10
5	35	10	713	395	911	10
5	45	10	714	35	697	10
2	40	20	715	39	528	10
0	40	20	716	94	535	10
0	45	20	717	394	909	10
44	5	20	718	218	571	10
42	10	40	719	85	542	10
42	15	10	720	391	802	10
40	5	10	721	45	517	10
40	15	40	722	229	640	10
38	5	30	723	45	523	10
38	15	10	724	389	914	10
35	5	20	725	386	904	10
95	30	30	726	389	788	10
95	35	20	727	57	600	10
92	30	10	728	55	575	10
90	35	10	729	52	536	10
88	30	10	730	90	521	10
88	35	20	731	50	534	10
87	30	10	732	425	898	10
85	25	10	733	51	602	10
85	35	30	734	342	751	10
67	85	20	735	410	905	10
65	85	40	736	43	617	10
65	82	10	737	410	823	10
62	80	30	738	114	561	10
60	80	10	739	36	658	10
60	85	30	740	191	586	10
58	75	20	741	201	670	10
55	80	10	742	33	568	10
55	85	20	743	429	838	10
55	82	10	744	49	504	10
20	82	10	745	37	597	10
18	80	10	746	315	782	10
2	45	10	747	38	606	10
42	5	10	748	396	904	10
42	12	10	749	341	658	10
72	35	30	750	351	782	10
55	20	19	751	161	610	10
25	30	3	752	25	516	10
20	50	5	753	239	630	10
55	60	16	754	448	873	10
30	60	16	755	420	897	10
50	35	19	756	390	843	10
30	25	23	757	227	686	10
15	10	20	758	401	902	10
10	20	19	759	42	706	10
15	60	17	760	401	923	10
45	65	9	761	110	525	10
65	35	3	762	29	548	10
65	20	6	763	39	593	10
45	30	17	764	20	498	10
35	40	16	765	11	530	10
41	37	16	766	404	847	10
64	42	9	767	100	555	10
40	60	21	768	436	907	10
31	52	27	769	9	510	10
35	69	23	770	330	930	10
65	55	14	771	81	520	10
63	65	8	772	27	622	10
2	60	5	773	135	556	10
20	20	8	774	430	913	10
5	5	16	775	63	520	10
60	12	31	776	125	530	10
23	3	7	777	390	900	10
8	56	27	778	190	659	10
6	68	30	779	215	608	10
47	47	13	780	444	942	10
49	58	10	781	249	580	10
27	43	9	782	14	506	10
37	31	14	783	19	566	10
57	29	18	784	259	650	10
63	23	2	785	198	609	10
21	24	28	786	212	605	10
12	24	13	787	272	565	10
24	58	19	788	90	549	10
67	5	25	789	325	897	10
37	47	6	790	204	633	10
49	42	13	791	442	937	10
53	43	14	792	14	581	10
61	52	3	793	373	928	10
57	48	23	794	265	638	10
56	37	6	795	20	539	10
55	54	26	796	418	825	10
4	18	35	797	426	787	10
26	52	9	798	14	499	10
26	35	15	799	149	586	10
31	67	3	800	356	930	10
