X	Y	NODES	DEPOTS	CAPACITY	TRAVEL	TIME
65	55	20	87	85	144	90
65	60	30	88	645	708	90
63	58	10	89	737	802	90
60	55	10	90	20	84	90
60	60	10	91	836	889	90
67	85	20	92	368	441	90
65	85	40	93	475	518	90
65	82	10	94	285	336	90
62	80	30	95	196	239	90
60	80	10	96	95	156	90
60	85	30	97	561	622	90
58	75	20	98	30	84	90
55	80	10	99	743	820	90
55	85	20	100	647	726	90
45	68	10	101	0	1127	90
45	70	30	102	0	1125	90
42	66	10	103	0	1129	90
42	68	10	104	727	782	90
42	65	10	105	0	1130	90
40	69	20	106	621	702	90
40	66	20	107	0	1130	90
38	68	20	108	255	324	90
38	70	10	109	534	605	90
35	66	10	110	357	410	90
35	69	10	111	448	505	90
25	85	20	112	0	1107	90
22	75	30	113	30	92	90
22	85	10	114	567	620	90
20	80	40	115	384	429	90
20	85	40	116	475	528	90
18	75	20	117	99	148	90
15	75	20	118	179	254	90
15	80	10	119	278	345	90
30	50	10	120	10	73	90
30	52	20	121	0	1135	90
28	52	20	122	812	883	90
28	55	10	123	732	777	90
25	50	10	124	65	144	90
25	52	40	125	169	224	90
25	55	10	126	0	1130	90
23	52	10	127	261	316	90
23	55	20	128	546	593	90
20	50	10	129	358	405	90
20	55	10	130	449	504	90
10	35	20	131	0	1112	90
10	40	30	132	31	100	90
8	40	40	133	87	158	90
8	45	20	134	0	1113	90
5	35	10	135	283	344	90
5	45	10	136	665	716	90
2	40	20	137	0	1106	90
0	40	30	138	479	522	90
0	45	20	139	567	624	90
35	30	10	140	264	321	90
35	32	10	141	166	235	90
33	32	20	142	68	149	90
33	35	10	143	16	80	90
32	30	10	144	359	412	90
30	30	10	145	541	600	90
30	32	30	146	448	509	90
30	35	10	147	1054	1127	90
28	30	10	148	0	1122	90
28	35	10	149	1001	1066	90
26	32	10	150	0	1123	90
25	30	10	151	725	786	90
25	35	10	152	0	1124	90
44	5	20	153	286	347	90
42	10	40	154	186	257	90
42	15	10	155	95	158	90
40	5	30	156	385	436	90
40	15	40	157	35	87	90
38	5	30	158	471	534	90
38	15	10	159	0	1110	90
35	5	20	160	562	629	90
50	30	10	161	531	610	90
50	35	20	162	262	317	90
50	40	50	163	171	218	90
48	30	10	164	632	693	90
48	40	10	165	76	129	90
47	35	10	166	826	875	90
47	40	10	167	12	77	90
45	30	10	168	734	777	90
45	35	10	169	916	969	90
95	30	30	170	387	456	90
95	35	20	171	293	360	90
53	30	10	172	0	1122	90
92	30	10	173	478	551	90
53	35	50	174	353	412	90
45	65	20	175	0	1130	90
90	35	10	176	203	260	90
88	30	10	177	574	643	90
88	35	20	178	109	170	90
87	30	10	179	668	731	90
85	25	10	180	769	820	90
85	35	30	181	47	124	90
75	55	20	182	0	1110	90
72	55	10	183	0	1113	90
70	58	20	184	458	523	90
68	60	30	185	0	1116	90
66	55	10	186	173	238	90
65	55	20	187	85	144	90
65	60	30	188	645	708	90
63	58	10	189	737	802	90
60	55	10	190	20	84	90
60	60	10	191	0	1123	90
67	85	20	192	368	441	90
65	85	40	193	475	518	90
65	82	10	194	0	1105	90
62	80	30	195	0	1108	90
60	80	10	196	0	1109	90
60	85	30	197	561	622	90
58	75	20	198	0	1115	90
55	80	10	199	743	820	90
55	85	20	200	647	726	90
45	68	10	201	0	1127	90
45	70	30	202	0	1125	90
42	66	10	203	0	1129	90
42	68	10	204	727	782	90
42	65	10	205	0	1130	90
40	69	20	206	621	702	90
40	66	20	207	0	1130	90
38	68	20	208	255	324	90
38	70	10	209	534	605	90
35	66	10	210	357	410	90
35	69	10	211	448	505	90
25	85	20	212	0	1107	90
22	75	30	213	30	92	90
22	85	10	214	0	1106	90
20	80	40	215	384	429	90
20	85	40	216	0	1105	90
18	75	20	217	99	148	90
15	75	20	218	0	1110	90
15	80	10	219	0	1106	90
30	50	10	220	0	1136	90
30	52	20	221	0	1135	90
28	52	20	222	812	883	90
28	55	10	223	732	777	90
25	50	10	224	0	1131	90
25	52	40	225	169	224	90
25	55	10	226	0	1130	90
23	52	10	227	261	316	90
23	55	20	228	0	1128	90
20	50	10	229	0	1126	90
20	55	10	230	449	504	90
10	35	20	231	0	1112	90
10	40	30	232	0	1114	90
8	40	40	233	87	158	90
8	45	20	234	0	1113	90
5	35	10	235	283	344	90
5	45	10	236	665	716	90
2	40	20	237	0	1106	90
0	40	30	238	479	522	90
0	45	20	239	567	624	90
35	30	10	240	264	321	90
35	32	10	241	166	235	90
33	32	20	242	68	149	90
33	35	10	243	0	1129	90
32	30	10	244	359	412	90
30	30	10	245	541	600	90
30	32	30	246	0	1125	90
30	35	10	247	0	1127	90
28	30	10	248	0	1122	90
28	35	10	249	1001	1066	90
26	32	10	250	0	1123	90
25	30	10	251	0	1121	90
25	35	10	252	0	1124	90
44	5	20	253	286	347	90
42	10	40	254	0	1105	90
42	15	10	255	95	158	90
40	5	30	256	385	436	90
40	15	40	257	0	1111	90
38	5	30	258	471	534	90
38	15	10	259	0	1110	90
35	5	20	260	0	1100	90
50	30	10	261	0	1123	90
50	35	20	262	262	317	90
50	40	50	263	0	1131	90
48	30	10	264	632	693	90
48	40	10	265	76	129	90
47	35	10	266	826	875	90
47	40	10	267	12	77	90
45	30	10	268	734	777	90
45	35	10	269	916	969	90
95	30	30	270	387	456	90
95	35	20	271	0	1088	90
53	30	10	272	0	1122	90
92	30	10	273	0	1090	90
53	35	50	274	353	412	90
45	65	20	275	0	1130	90
90	35	10	276	203	260	90
88	30	10	277	574	643	90
88	35	20	278	109	170	90
87	30	10	279	668	731	90
85	25	10	280	769	820	90
85	35	30	281	0	1098	90
75	55	20	282	0	1110	90
72	55	10	283	0	1113	90
70	58	20	284	458	523	90
68	60	30	285	0	1116	90
66	55	10	286	0	1119	90
65	55	20	287	85	144	90
65	60	30	288	645	708	90
63	58	10	289	0	1121	90
60	55	10	290	0	1125	90
60	60	10	291	0	1123	90
67	85	20	292	368	441	90
65	85	40	293	475	518	90
65	82	10	294	0	1105	90
62	80	30	295	0	1108	90
60	80	10	296	0	1109	90
60	85	30	297	0	1105	90
58	75	20	298	0	1115	90
55	80	10	299	743	820	90
55	85	20	300	647	726	90
45	68	10	301	0	1127	90
45	70	30	302	0	1125	90
42	66	10	303	0	1129	90
42	68	10	304	727	782	90
42	65	10	305	0	1130	90
40	69	20	306	0	1127	90
40	66	20	307	0	1130	90
38	68	20	308	255	324	90
38	70	10	309	534	605	90
35	66	10	310	0	1129	90
35	69	10	311	448	505	90
25	85	20	312	0	1107	90
22	75	30	313	30	92	90
22	85	10	314	0	1106	90
20	80	40	315	384	429	90
20	85	40	316	0	1105	90
18	75	20	317	0	1112	90
15	75	20	318	0	1110	90
15	80	10	319	0	1106	90
30	50	10	320	0	1136	90
30	52	20	321	0	1135	90
28	52	20	322	0	1133	90
28	55	10	323	732	777	90
25	50	10	324	0	1131	90
25	52	40	325	169	224	90
25	55	10	326	0	1130	90
23	52	10	327	0	1128	90
23	55	20	328	0	1128	90
20	50	10	329	0	1126	90
20	55	10	330	0	1125	90
10	35	20	331	0	1112	90
10	40	30	332	0	1114	90
8	40	40	333	0	1112	90
8	45	20	334	0	1113	90
5	35	10	335	0	1107	90
5	45	10	336	0	1110	90
2	40	20	337	0	1106	90
0	40	30	338	479	522	90
0	45	20	339	0	1105	90
35	30	10	340	0	1125	90
35	32	10	341	0	1127	90
33	32	20	342	0	1126	90
33	35	10	343	0	1129	90
32	30	10	344	359	412	90
30	30	10	345	0	1123	90
30	32	30	346	0	1125	90
30	35	10	347	0	1127	90
28	30	10	348	0	1122	90
28	35	10	349	0	1126	90
26	32	10	350	0	1123	90
25	30	10	351	0	1121	90
25	35	10	352	0	1124	90
44	5	20	353	286	347	90
42	10	40	354	0	1105	90
42	15	10	355	95	158	90
40	5	30	356	0	1101	90
40	15	40	357	0	1111	90
38	5	30	358	471	534	90
38	15	10	359	0	1110	90
35	5	20	360	0	1100	90
50	30	10	361	0	1123	90
50	35	20	362	262	317	90
50	40	50	363	0	1131	90
48	30	10	364	0	1124	90
48	40	10	365	0	1133	90
47	35	10	366	0	1129	90
47	40	10	367	12	77	90
45	30	10	368	0	1125	90
45	35	10	369	916	969	90
95	30	30	370	0	1087	90
95	35	20	371	0	1088	90
53	30	10	372	0	1122	90
92	30	10	373	0	1090	90
53	35	50	374	353	412	90
45	65	20	375	0	1130	90
90	35	10	376	203	260	90
88	30	10	377	574	643	90
88	35	20	378	0	1095	90
87	30	10	379	668	731	90
85	25	10	380	0	1094	90
85	35	30	381	0	1098	90
75	55	20	382	0	1110	90
72	55	10	383	0	1113	90
70	58	20	384	458	523	90
68	60	30	385	0	1116	90
66	55	10	386	0	1119	90
65	55	20	387	85	144	90
65	60	30	388	0	1119	90
63	58	10	389	0	1121	90
60	55	10	390	0	1125	90
60	60	10	391	0	1123	90
67	85	20	392	368	441	90
65	85	40	393	0	1102	90
65	82	10	394	0	1105	90
62	80	30	395	0	1108	90
60	80	10	396	0	1109	90
60	85	30	397	0	1105	90
58	75	20	398	0	1115	90
55	80	10	399	743	820	90
55	85	20	400	647	726	90
45	68	10	401	885	994	90
45	70	30	402	802	893	90
42	66	10	403	25	186	90
42	68	10	404	699	810	90
42	65	10	405	15	120	90
40	69	20	406	580	743	90
40	66	20	407	142	253	90
38	68	20	408	220	359	90
38	70	10	409	499	640	90
35	66	10	410	331	436	90
35	69	10	411	420	533	90
25	85	20	412	617	756	90
22	75	30	413	30	155	90
22	85	10	414	541	646	90
20	80	40	415	362	451	90
20	85	40	416	448	555	90
18	75	20	417	75	172	90
15	75	20	418	142	291	90
15	80	10	419	244	379	90
30	50	10	420	10	137	90
30	52	20	421	888	991	90
28	52	20	422	776	919	90
28	55	10	423	709	800	90
25	50	10	424	25	184	90
25	52	40	425	142	251	90
25	55	10	426	582	741	90
23	52	10	427	234	343	90
23	55	20	428	523	616	90
20	50	10	429	335	428	90
20	55	10	430	422	531	90
10	35	20	431	181	256	90
10	40	30	432	31	170	90
8	40	40	433	52	193	90
8	45	20	434	719	848	90
5	35	10	435	252	375	90
5	45	10	436	639	742	90
2	40	20	437	357	460	90
0	40	30	438	457	544	90
0	45	20	439	538	653	90
35	30	10	440	236	349	90
35	32	10	441	132	269	90
33	32	20	442	27	190	90
33	35	10	443	16	144	90
32	30	10	444	332	439	90
30	30	10	445	512	629	90
30	32	30	446	417	540	90
30	35	10	447	982	1127	90
28	30	10	448	601	724	90
28	35	10	449	969	1098	90
26	32	10	450	783	912	90
25	30	10	451	695	816	90
25	35	10	452	883	998	90
44	5	20	453	255	378	90
42	10	40	454	150	293	90
42	15	10	455	63	190	90
40	5	30	456	359	462	90
40	15	40	457	35	140	90
38	5	30	458	439	566	90
38	15	10	459	607	784	90
35	5	20	460	529	662	90
50	30	10	461	491	650	90
50	35	20	462	235	344	90
50	40	50	463	147	242	90
48	30	10	464	601	724	90
48	40	10	465	50	155	90
47	35	10	466	802	899	90
47	40	10	467	12	143	90
45	30	10	468	712	799	90
45	35	10	469	889	996	90
95	30	30	470	353	490	90
95	35	20	471	260	393	90
53	30	10	472	422	533	90
92	30	10	473	442	587	90
53	35	50	474	323	442	90
45	65	20	475	962	1103	90
90	35	10	476	175	288	90
88	30	10	477	539	678	90
88	35	20	478	78	201	90
87	30	10	479	636	763	90
85	25	10	480	744	845	90
85	35	30	481	47	201	90
75	55	20	482	344	445	90
72	55	10	483	228	375	90
70	58	20	484	425	556	90
68	60	30	485	527	640	90
66	55	10	486	141	270	90
65	55	20	487	56	173	90
65	60	30	488	614	739	90
63	58	10	489	705	834	90
60	55	10	490	20	148	90
60	60	10	491	809	916	90
67	85	20	492	331	478	90
65	85	40	493	453	540	90
65	82	10	494	260	361	90
62	80	30	495	174	261	90
60	80	10	496	64	187	90
60	85	30	497	531	652	90
58	75	20	498	30	139	90
55	80	10	499	705	858	90
55	85	20	500	608	765	90
45	68	10	501	890	989	90
45	70	30	502	816	879	90
42	66	10	503	55	156	90
42	68	10	504	703	806	90
42	65	10	505	15	60	90
40	69	20	506	559	764	90
40	66	20	507	172	223	90
38	68	20	508	250	329	90
38	70	10	509	489	650	90
35	66	10	510	361	406	90
35	69	10	511	450	503	90
25	85	20	512	647	726	90
22	75	30	513	30	95	90
22	85	10	514	571	616	90
20	80	40	515	392	421	90
20	85	40	516	478	525	90
18	75	20	517	105	142	90
15	75	20	518	172	261	90
15	80	10	519	274	349	90
30	50	10	520	10	77	90
30	52	20	521	918	961	90
28	52	20	522	806	889	90
28	55	10	523	739	770	90
25	50	10	524	55	154	90
25	52	40	525	172	221	90
25	55	10	526	612	711	90
23	52	10	527	264	313	90
23	55	20	528	553	586	90
20	50	10	529	365	398	90
20	55	10	530	452	501	90
10	35	20	531	204	233	90
10	40	30	532	31	189	90
8	40	40	533	42	203	90
8	45	20	534	715	852	90
5	35	10	535	251	376	90
5	45	10	536	648	733	90
2	40	20	537	365	452	90
0	40	30	538	474	527	90
0	45	20	539	541	650	90
35	30	10	540	240	345	90
35	32	10	541	123	278	90
33	32	20	542	19	225	90
33	35	10	543	16	153	90
32	30	10	544	338	433	90
30	30	10	545	513	628	90
30	32	30	546	415	542	90
30	35	10	547	872	1127	90
28	30	10	548	599	726	90
28	35	10	549	917	1126	90
26	32	10	550	779	916	90
25	30	10	551	695	816	90
25	35	10	552	857	1024	90
44	5	20	553	221	412	90
42	10	40	554	96	347	90
42	15	10	555	35	233	90
40	5	30	556	347	474	90
40	15	40	557	35	172	90
38	5	30	558	403	602	90
38	15	10	559	521	870	90
35	5	20	560	487	704	90
50	30	10	561	422	719	90
50	35	20	562	217	362	90
50	40	50	563	142	247	90
48	30	10	564	567	758	90
48	40	10	565	34	171	90
47	35	10	566	794	907	90
47	40	10	567	12	226	90
45	30	10	568	716	795	90
45	35	10	569	873	1012	90
95	30	30	570	266	577	90
95	35	20	571	181	472	90
53	30	10	572	402	553	90
92	30	10	573	345	684	90
53	35	50	574	294	471	90
45	65	20	575	951	1114	90
90	35	10	576	153	310	90
88	30	10	577	450	767	90
88	35	20	578	50	237	90
87	30	10	579	567	832	90
85	25	10	580	713	876	90
85	35	30	581	47	331	90
75	55	20	582	311	478	90
72	55	10	583	127	476	90
70	58	20	584	349	632	90
68	60	30	585	476	691	90
66	55	10	586	67	344	90
65	55	20	587	25	256	90
65	60	30	588	546	807	90
63	58	10	589	630	909	90
60	55	10	590	20	293	90
60	60	10	591	769	956	90
67	85	20	592	229	580	90
65	85	40	593	442	551	90
65	82	10	594	227	394	90
62	80	30	595	163	272	90
60	80	10	596	36	291	90
60	85	30	597	469	714	90
58	75	20	598	30	227	90
55	80	10	599	595	968	90
55	85	20	600	493	880	90
45	68	10	601	850	1030	90
45	70	30	602	758	938	90
42	66	10	603	16	196	90
42	68	10	604	665	845	90
42	65	10	605	15	195	90
40	69	20	606	572	752	90
40	66	20	607	108	288	90
38	68	20	608	200	380	90
38	70	10	609	480	660	90
35	66	10	610	294	474	90
35	69	10	611	387	567	90
25	85	20	612	597	777	90
22	75	30	613	30	210	90
22	85	10	614	504	684	90
20	80	40	615	317	497	90
20	85	40	616	412	592	90
18	75	20	617	34	214	90
15	75	20	618	127	307	90
15	80	10	619	222	402	90
30	50	10	620	10	190	90
30	52	20	621	850	1030	90
28	52	20	622	758	938	90
28	55	10	623	665	845	90
25	50	10	624	15	195	90
25	52	40	625	107	287	90
25	55	10	626	572	752	90
23	52	10	627	199	379	90
23	55	20	628	480	660	90
20	50	10	629	292	472	90
20	55	10	630	387	567	90
10	35	20	631	129	309	90
10	40	30	632	31	211	90
8	40	40	633	33	213	90
8	45	20	634	694	874	90
5	35	10	635	224	404	90
5	45	10	636	601	781	90
2	40	20	637	319	499	90
0	40	30	638	411	591	90
0	45	20	639	506	686	90
35	30	10	640	203	383	90
35	32	10	641	111	291	90
33	32	20	642	19	199	90
33	35	10	643	16	196	90
32	30	10	644	296	476	90
30	30	10	645	481	661	90
30	32	30	646	389	569	90
30	35	10	647	947	1127	90
28	30	10	648	573	753	90
28	35	10	649	944	1124	90
26	32	10	650	758	938	90
25	30	10	651	666	846	90
25	35	10	652	851	1031	90
44	5	20	653	227	407	90
42	10	40	654	132	312	90
42	15	10	655	37	217	90
40	5	30	656	321	501	90
40	15	40	657	35	215	90
38	5	30	658	413	593	90
38	15	10	659	606	786	90
35	5	20	660	506	686	90
50	30	10	661	481	661	90
50	35	20	662	200	380	90
50	40	50	663	105	285	90
48	30	10	664	573	753	90
48	40	10	665	13	193	90
47	35	10	666	761	941	90
47	40	10	667	12	192	90
45	30	10	668	666	846	90
45	35	10	669	853	1033	90
95	30	30	670	332	512	90
95	35	20	671	237	417	90
53	30	10	672	388	568	90
92	30	10	673	425	605	90
53	35	50	674	293	473	90
45	65	20	675	943	1123	90
90	35	10	676	142	322	90
88	30	10	677	519	699	90
88	35	20	678	50	230	90
87	30	10	679	610	790	90
85	25	10	680	705	885	90
85	35	30	681	47	227	90
75	55	20	682	305	485	90
72	55	10	683	212	392	90
70	58	20	684	401	581	90
68	60	30	685	494	674	90
66	55	10	686	116	296	90
65	55	20	687	25	205	90
65	60	30	688	587	767	90
63	58	10	689	680	860	90
60	55	10	690	20	200	90
60	60	10	691	773	953	90
67	85	20	692	315	495	90
65	85	40	693	407	587	90
65	82	10	694	221	401	90
62	80	30	695	128	308	90
60	80	10	696	36	216	90
60	85	30	697	502	682	90
58	75	20	698	30	210	90
55	80	10	699	692	872	90
55	85	20	700	597	777	90
45	68	10	701	830	1049	90
45	70	30	702	756	939	90
42	66	10	703	16	336	90
42	68	10	704	643	866	90
42	65	10	705	15	226	90
40	69	20	706	499	824	90
40	66	20	707	87	308	90
38	68	20	708	150	429	90
38	70	10	709	429	710	90
35	66	10	710	279	488	90
35	69	10	711	363	590	90
25	85	20	712	547	826	90
22	75	30	713	30	280	90
22	85	10	714	489	698	90
20	80	40	715	318	495	90
20	85	40	716	394	609	90
18	75	20	717	33	226	90
15	75	20	718	68	365	90
15	80	10	719	176	447	90
30	50	10	720	10	265	90
30	52	20	721	836	1043	90
28	52	20	722	704	991	90
28	55	10	723	664	845	90
25	50	10	724	15	333	90
25	52	40	725	88	305	90
25	55	10	726	502	821	90
23	52	10	727	179	398	90
23	55	20	728	476	663	90
20	50	10	729	288	475	90
20	55	10	730	368	585	90
10	35	20	731	144	293	90
10	40	30	732	31	309	90
8	40	40	733	33	313	90
8	45	20	734	655	912	90
5	35	10	735	191	436	90
5	45	10	736	588	793	90
2	40	20	737	305	512	90
0	40	30	738	414	587	90
0	45	20	739	481	710	90
35	30	10	740	180	405	90
35	32	10	741	63	338	90
33	32	20	742	19	345	90
33	35	10	743	16	273	90
32	30	10	744	278	493	90
30	30	10	745	453	688	90
30	32	30	746	355	602	90
30	35	10	747	837	1127	90
28	30	10	748	539	786	90
28	35	10	749	867	1126	90
26	32	10	750	719	976	90
25	30	10	751	635	876	90
25	35	10	752	825	1056	90
44	5	20	753	193	440	90
42	10	40	754	78	365	90
42	15	10	755	35	287	90
40	5	30	756	308	513	90
40	15	40	757	35	246	90
38	5	30	758	376	629	90
38	15	10	759	519	872	90
35	5	20	760	463	728	90
50	30	10	761	412	729	90
50	35	20	762	181	398	90
50	40	50	763	100	289	90
48	30	10	764	539	786	90
48	40	10	765	12	223	90
47	35	10	766	753	948	90
47	40	10	767	12	275	90
45	30	10	768	669	842	90
45	35	10	769	836	1049	90
95	30	30	770	284	559	90
95	35	20	771	194	459	90
53	30	10	772	367	588	90
92	30	10	773	370	659	90
53	35	50	774	263	502	90
45	65	20	775	847	1130	90
90	35	10	776	119	344	90
88	30	10	777	469	748	90
88	35	20	778	50	295	90
87	30	10	779	573	826	90
85	25	10	780	694	895	90
85	35	30	781	47	356	90
75	55	20	782	293	496	90
72	55	10	783	154	449	90
70	58	20	784	360	621	90
68	60	30	785	470	697	90
66	55	10	786	76	335	90
65	55	20	787	25	260	90
65	60	30	788	551	802	90
63	58	10	789	640	899	90
60	55	10	790	20	276	90
60	60	10	791	756	969	90
67	85	20	792	257	552	90
65	85	40	793	409	584	90
65	82	10	794	209	412	90
62	80	30	795	130	305	90
60	80	10	796	36	283	90
60	85	30	797	470	713	90
58	75	20	798	30	248	90
55	80	10	799	628	935	90
55	85	20	800	530	843	90
45	68	10	801	760	1120	90
45	70	30	802	668	1028	90
42	66	10	803	16	376	90
42	68	10	804	575	935	90
42	65	10	805	15	375	90
40	69	20	806	482	842	90
40	66	20	807	18	378	90
38	68	20	808	110	470	90
38	70	10	809	390	750	90
35	66	10	810	204	564	90
35	69	10	811	297	657	90
25	85	20	812	507	867	90
22	75	30	813	30	390	90
22	85	10	814	414	774	90
20	80	40	815	227	587	90
20	85	40	816	322	682	90
18	75	20	817	33	393	90
15	75	20	818	37	397	90
15	80	10	819	132	492	90
30	50	10	820	10	370	90
30	52	20	821	760	1120	90
28	52	20	822	668	1028	90
28	55	10	823	575	935	90
25	50	10	824	15	375	90
25	52	40	825	17	377	90
25	55	10	826	482	842	90
23	52	10	827	109	469	90
23	55	20	828	390	750	90
20	50	10	829	202	562	90
20	55	10	830	297	657	90
10	35	20	831	39	399	90
10	40	30	832	31	391	90
8	40	40	833	33	393	90
8	45	20	834	604	964	90
5	35	10	835	134	494	90
5	45	10	836	511	871	90
2	40	20	837	229	589	90
0	40	30	838	321	681	90
0	45	20	839	416	776	90
35	30	10	840	113	473	90
35	32	10	841	21	381	90
33	32	20	842	19	379	90
33	35	10	843	16	376	90
32	30	10	844	206	566	90
30	30	10	845	391	751	90
30	32	30	846	299	659	90
30	35	10	847	767	1127	90
28	30	10	848	483	843	90
28	35	10	849	766	1126	90
26	32	10	850	668	1028	90
25	30	10	851	576	936	90
25	35	10	852	761	1121	90
44	5	20	853	137	497	90
42	10	40	854	42	402	90
42	15	10	855	35	395	90
40	5	30	856	231	591	90
40	15	40	857	35	395	90
38	5	30	858	323	683	90
38	15	10	859	516	876	90
35	5	20	860	416	776	90
50	30	10	861	391	751	90
50	35	20	862	110	470	90
50	40	50	863	15	375	90
48	30	10	864	483	843	90
48	40	10	865	12	372	90
47	35	10	866	671	1031	90
47	40	10	867	12	372	90
45	30	10	868	576	936	90
45	35	10	869	763	1123	90
95	30	30	870	242	602	90
95	35	20	871	147	507	90
53	30	10	872	298	658	90
92	30	10	873	335	695	90
53	35	50	874	203	563	90
45	65	20	875	770	1130	90
90	35	10	876	52	412	90
88	30	10	877	429	789	90
88	35	20	878	50	410	90
87	30	10	879	520	880	90
85	25	10	880	615	975	90
85	35	30	881	47	407	90
75	55	20	882	215	575	90
72	55	10	883	122	482	90
70	58	20	884	311	671	90
68	60	30	885	404	764	90
66	55	10	886	26	386	90
65	55	20	887	25	385	90
65	60	30	888	497	857	90
63	58	10	889	590	950	90
60	55	10	890	20	380	90
60	60	10	891	683	1043	90
67	85	20	892	225	585	90
65	85	40	893	317	677	90
65	82	10	894	131	491	90
62	80	30	895	38	398	90
60	80	10	896	36	396	90
60	85	30	897	412	772	90
58	75	20	898	30	390	90
55	80	10	899	602	962	90
55	85	20	900	507	867	90
