X	Y	NODES	DEPOTS	CAPACITY	TRAVEL	TIME
41	37	16	128	39	49	10
64	42	9	129	63	73	10
40	60	21	130	71	81	10
31	52	27	131	0	202	10
35	69	23	132	141	151	10
53	52	11	133	37	47	10
65	55	14	134	0	183	10
63	65	8	135	143	153	10
2	60	5	136	41	51	10
20	20	8	137	0	198	10
5	5	16	138	83	93	10
60	12	31	139	44	54	10
40	25	9	140	85	95	10
42	7	5	141	97	107	10
24	12	5	142	31	41	10
23	3	7	143	132	142	10
11	14	18	144	69	79	10
6	38	16	145	32	42	10
2	48	1	146	117	127	10
8	56	27	147	51	61	10
13	52	36	148	0	192	10
6	68	30	149	108	118	10
47	47	13	150	0	203	10
49	58	10	151	88	98	10
27	43	9	152	0	208	10
37	31	14	153	95	105	10
57	29	18	154	140	150	10
63	23	2	155	136	146	10
53	12	6	156	130	140	10
32	12	7	157	101	111	10
36	26	18	158	200	210	10
21	24	28	159	0	202	10
17	34	3	160	162	172	10
12	24	13	161	76	86	10
24	58	19	162	58	68	10
27	69	10	163	34	44	10
15	77	9	164	73	83	10
62	77	20	165	51	61	10
49	73	25	166	127	137	10
67	5	25	167	83	93	10
56	39	36	168	142	152	10
37	47	6	169	50	60	10
37	56	5	170	182	192	10
57	68	15	171	77	87	10
47	16	25	172	0	197	10
44	17	9	173	78	88	10
46	13	8	174	149	159	10
49	11	18	175	0	192	10
49	42	13	176	73	83	10
53	43	14	177	179	189	10
61	52	3	178	96	106	10
57	48	23	179	92	102	10
56	37	6	180	182	192	10
55	54	26	181	94	104	10
15	47	16	182	0	196	10
14	37	11	183	0	198	10
11	31	7	184	101	111	10
16	22	41	185	0	196	10
4	18	35	186	94	104	10
28	18	26	187	93	103	10
26	52	9	188	74	84	10
26	35	15	189	176	186	10
31	67	3	190	95	105	10
15	19	1	191	0	194	10
22	22	2	192	18	28	10
18	24	22	193	188	198	10
26	27	27	194	0	207	10
25	24	20	195	0	205	10
22	27	11	196	0	204	10
25	21	12	197	133	143	10
19	21	10	198	0	198	10
20	26	9	199	83	93	10
18	18	17	200	185	195	10
41	49	10	201	0	204	10
35	17	7	202	0	202	10
55	45	13	203	0	197	10
55	20	19	204	149	159	10
15	30	26	205	0	199	10
25	30	3	206	99	109	10
20	50	5	207	0	198	10
10	43	9	208	95	105	10
55	60	16	209	97	107	10
30	60	16	210	124	134	10
20	65	12	211	67	77	10
50	35	19	212	0	205	10
30	25	23	213	159	169	10
15	10	20	214	0	187	10
30	5	8	215	61	71	10
10	20	19	216	0	190	10
5	30	2	217	157	167	10
20	40	12	218	0	204	10
15	60	17	219	0	187	10
45	65	9	220	0	188	10
45	20	11	221	0	201	10
45	10	18	222	97	107	10
55	5	29	223	68	78	10
65	35	3	224	0	190	10
65	20	6	225	172	182	10
45	30	17	226	0	208	10
35	40	16	227	37	47	10
41	37	16	228	0	213	10
64	42	9	229	0	190	10
40	60	21	230	71	81	10
31	52	27	231	0	202	10
35	69	23	232	0	186	10
53	52	11	233	37	47	10
65	55	14	234	0	183	10
63	65	8	235	143	153	10
2	60	5	236	41	51	10
20	20	8	237	0	198	10
5	5	16	238	83	93	10
60	12	31	239	44	54	10
40	25	9	240	85	95	10
42	7	5	241	97	107	10
24	12	5	242	31	41	10
23	3	7	243	0	185	10
11	14	18	244	69	79	10
6	38	16	245	32	42	10
2	48	1	246	0	184	10
8	56	27	247	0	185	10
13	52	36	248	0	192	10
6	68	30	249	108	118	10
47	47	13	250	0	203	10
49	58	10	251	0	193	10
27	43	9	252	0	208	10
37	31	14	253	95	105	10
57	29	18	254	0	197	10
63	23	2	255	136	146	10
53	12	6	256	130	140	10
32	12	7	257	0	196	10
36	26	18	258	200	210	10
21	24	28	259	0	202	10
17	34	3	260	0	201	10
12	24	13	261	0	194	10
24	58	19	262	58	68	10
27	69	10	263	0	185	10
15	77	9	264	73	83	10
62	77	20	265	51	61	10
49	73	25	266	127	137	10
67	5	25	267	83	93	10
56	39	36	268	142	152	10
37	47	6	269	50	60	10
37	56	5	270	182	192	10
57	68	15	271	0	180	10
47	16	25	272	0	197	10
44	17	9	273	0	199	10
46	13	8	274	149	159	10
49	11	18	275	0	192	10
49	42	13	276	73	83	10
53	43	14	277	179	189	10
61	52	3	278	96	106	10
57	48	23	279	92	102	10
56	37	6	280	182	192	10
55	54	26	281	0	192	10
15	47	16	282	0	196	10
14	37	11	283	0	198	10
11	31	7	284	101	111	10
16	22	41	285	0	196	10
4	18	35	286	0	184	10
28	18	26	287	93	103	10
26	52	9	288	74	84	10
26	35	15	289	0	211	10
31	67	3	290	0	187	10
15	19	1	291	0	194	10
22	22	2	292	18	28	10
18	24	22	293	188	198	10
26	27	27	294	0	207	10
25	24	20	295	0	205	10
22	27	11	296	0	204	10
25	21	12	297	0	202	10
19	21	10	298	0	198	10
20	26	9	299	83	93	10
18	18	17	300	185	195	10
41	49	10	301	0	204	10
35	17	7	302	0	202	10
55	45	13	303	0	197	10
55	20	19	304	149	159	10
15	30	26	305	0	199	10
25	30	3	306	0	208	10
20	50	5	307	0	198	10
10	43	9	308	95	105	10
55	60	16	309	97	107	10
30	60	16	310	0	194	10
20	65	12	311	67	77	10
50	35	19	312	0	205	10
30	25	23	313	159	169	10
15	10	20	314	0	187	10
30	5	8	315	61	71	10
10	20	19	316	0	190	10
5	30	2	317	0	189	10
20	40	12	318	0	204	10
15	60	17	319	0	187	10
45	65	9	320	0	188	10
45	20	11	321	0	201	10
45	10	18	322	0	193	10
55	5	29	323	68	78	10
65	35	3	324	0	190	10
65	20	6	325	172	182	10
45	30	17	326	0	208	10
35	40	16	327	0	215	10
41	37	16	328	0	213	10
64	42	9	329	0	190	10
40	60	21	330	0	194	10
31	52	27	331	0	202	10
35	69	23	332	0	186	10
53	52	11	333	0	195	10
65	55	14	334	0	183	10
63	65	8	335	0	178	10
2	60	5	336	0	178	10
20	20	8	337	0	198	10
5	5	16	338	83	93	10
60	12	31	339	0	186	10
40	25	9	340	0	208	10
42	7	5	341	0	191	10
24	12	5	342	0	194	10
23	3	7	343	0	185	10
11	14	18	344	69	79	10
6	38	16	345	0	190	10
2	48	1	346	0	184	10
8	56	27	347	0	185	10
13	52	36	348	0	192	10
6	68	30	349	0	176	10
47	47	13	350	0	203	10
49	58	10	351	0	193	10
27	43	9	352	0	208	10
37	31	14	353	95	105	10
57	29	18	354	0	197	10
63	23	2	355	136	146	10
53	12	6	356	0	190	10
32	12	7	357	0	196	10
36	26	18	358	200	210	10
21	24	28	359	0	202	10
17	34	3	360	0	201	10
12	24	13	361	0	194	10
24	58	19	362	58	68	10
27	69	10	363	0	185	10
15	77	9	364	0	173	10
62	77	20	365	0	170	10
49	73	25	366	0	179	10
67	5	25	367	83	93	10
56	39	36	368	0	198	10
37	47	6	369	50	60	10
37	56	5	370	0	198	10
57	68	15	371	0	180	10
47	16	25	372	0	197	10
44	17	9	373	0	199	10
46	13	8	374	149	159	10
49	11	18	375	0	192	10
49	42	13	376	73	83	10
53	43	14	377	179	189	10
61	52	3	378	0	188	10
57	48	23	379	92	102	10
56	37	6	380	0	198	10
55	54	26	381	0	192	10
15	47	16	382	0	196	10
14	37	11	383	0	198	10
11	31	7	384	101	111	10
16	22	41	385	0	196	10
4	18	35	386	0	184	10
28	18	26	387	93	103	10
26	52	9	388	0	200	10
26	35	15	389	0	211	10
31	67	3	390	0	187	10
15	19	1	391	0	194	10
22	22	2	392	18	28	10
18	24	22	393	0	199	10
26	27	27	394	0	207	10
25	24	20	395	0	205	10
22	27	11	396	0	204	10
25	21	12	397	0	202	10
19	21	10	398	0	198	10
20	26	9	399	83	93	10
18	18	17	400	185	195	10
41	49	10	401	151	181	10
35	17	7	402	40	70	10
55	45	13	403	106	136	10
55	20	19	404	139	169	10
15	30	26	405	24	54	10
25	30	3	406	89	119	10
20	50	5	407	71	101	10
10	43	9	408	85	115	10
55	60	16	409	87	117	10
30	60	16	410	114	144	10
20	65	12	411	57	87	10
50	35	19	412	53	83	10
30	25	23	413	149	179	10
15	10	20	414	32	62	10
30	5	8	415	51	81	10
10	20	19	416	65	95	10
5	30	2	417	147	177	10
20	40	12	418	77	107	10
15	60	17	419	66	96	10
45	65	9	420	116	146	10
45	20	11	421	52	82	10
45	10	18	422	87	117	10
55	5	29	423	58	88	10
65	35	3	424	143	173	10
65	20	6	425	156	186	10
45	30	17	426	122	152	10
35	40	16	427	27	57	10
41	37	16	428	29	59	10
64	42	9	429	53	83	10
40	60	21	430	61	91	10
31	52	27	431	40	70	10
35	69	23	432	131	161	10
53	52	11	433	27	57	10
65	55	14	434	107	137	10
63	65	8	435	133	163	10
2	60	5	436	41	71	10
20	20	8	437	124	154	10
5	5	16	438	73	103	10
60	12	31	439	34	64	10
40	25	9	440	75	105	10
42	7	5	441	87	117	10
24	12	5	442	25	55	10
23	3	7	443	122	152	10
11	14	18	444	59	89	10
6	38	16	445	29	59	10
2	48	1	446	107	137	10
8	56	27	447	41	71	10
13	52	36	448	155	185	10
6	68	30	449	98	128	10
47	47	13	450	114	144	10
49	58	10	451	78	108	10
27	43	9	452	42	72	10
37	31	14	453	85	115	10
57	29	18	454	130	160	10
63	23	2	455	126	156	10
53	12	6	456	120	150	10
32	12	7	457	91	121	10
36	26	18	458	180	210	10
21	24	28	459	17	47	10
17	34	3	460	152	182	10
12	24	13	461	66	96	10
24	58	19	462	48	78	10
27	69	10	463	34	64	10
15	77	9	464	63	93	10
62	77	20	465	49	79	10
49	73	25	466	117	147	10
67	5	25	467	73	103	10
56	39	36	468	132	162	10
37	47	6	469	40	70	10
37	56	5	470	168	198	10
57	68	15	471	67	97	10
47	16	25	472	25	55	10
44	17	9	473	68	98	10
46	13	8	474	139	169	10
49	11	18	475	59	89	10
49	42	13	476	63	93	10
53	43	14	477	169	199	10
61	52	3	478	86	116	10
57	48	23	479	82	112	10
56	37	6	480	168	198	10
55	54	26	481	84	114	10
15	47	16	482	45	75	10
14	37	11	483	34	64	10
11	31	7	484	91	121	10
16	22	41	485	81	111	10
4	18	35	486	84	114	10
28	18	26	487	83	113	10
26	52	9	488	64	94	10
26	35	15	489	166	196	10
31	67	3	490	85	115	10
15	19	1	491	150	180	10
22	22	2	492	18	48	10
18	24	22	493	169	199	10
26	27	27	494	90	120	10
25	24	20	495	29	59	10
22	27	11	496	125	155	10
25	21	12	497	123	153	10
19	21	10	498	48	78	10
20	26	9	499	73	103	10
18	18	17	500	165	195	10
41	49	10	501	0	204	10
35	17	7	502	0	202	10
55	45	13	503	0	197	10
55	20	19	504	139	169	10
15	30	26	505	0	199	10
25	30	3	506	89	119	10
20	50	5	507	0	198	10
10	43	9	508	85	115	10
55	60	16	509	87	117	10
30	60	16	510	114	144	10
20	65	12	511	57	87	10
50	35	19	512	0	205	10
30	25	23	513	149	179	10
15	10	20	514	32	62	10
30	5	8	515	51	81	10
10	20	19	516	65	95	10
5	30	2	517	147	177	10
20	40	12	518	77	107	10
15	60	17	519	66	96	10
45	65	9	520	116	146	10
45	20	11	521	0	201	10
45	10	18	522	87	117	10
55	5	29	523	58	88	10
65	35	3	524	143	173	10
65	20	6	525	156	186	10
45	30	17	526	0	208	10
35	40	16	527	27	57	10
41	37	16	528	29	59	10
64	42	9	529	53	83	10
40	60	21	530	61	91	10
31	52	27	531	0	202	10
35	69	23	532	131	161	10
53	52	11	533	27	57	10
65	55	14	534	0	183	10
63	65	8	535	133	163	10
2	60	5	536	41	71	10
20	20	8	537	0	198	10
5	5	16	538	73	103	10
60	12	31	539	34	64	10
40	25	9	540	75	105	10
42	7	5	541	87	117	10
24	12	5	542	25	55	10
23	3	7	543	122	152	10
11	14	18	544	59	89	10
6	38	16	545	29	59	10
2	48	1	546	107	137	10
8	56	27	547	41	71	10
13	52	36	548	0	192	10
6	68	30	549	98	128	10
47	47	13	550	0	203	10
49	58	10	551	78	108	10
27	43	9	552	0	208	10
37	31	14	553	85	115	10
57	29	18	554	130	160	10
63	23	2	555	126	156	10
53	12	6	556	120	150	10
32	12	7	557	91	121	10
36	26	18	558	180	210	10
21	24	28	559	0	202	10
17	34	3	560	152	182	10
12	24	13	561	66	96	10
24	58	19	562	48	78	10
27	69	10	563	34	64	10
15	77	9	564	63	93	10
62	77	20	565	49	79	10
49	73	25	566	117	147	10
67	5	25	567	73	103	10
56	39	36	568	132	162	10
37	47	6	569	40	70	10
37	56	5	570	168	198	10
57	68	15	571	67	97	10
47	16	25	572	0	197	10
44	17	9	573	68	98	10
46	13	8	574	139	169	10
49	11	18	575	0	192	10
49	42	13	576	63	93	10
53	43	14	577	169	199	10
61	52	3	578	86	116	10
57	48	23	579	82	112	10
56	37	6	580	168	198	10
55	54	26	581	84	114	10
15	47	16	582	0	196	10
14	37	11	583	0	198	10
11	31	7	584	91	121	10
16	22	41	585	0	196	10
4	18	35	586	84	114	10
28	18	26	587	83	113	10
26	52	9	588	64	94	10
26	35	15	589	166	196	10
31	67	3	590	85	115	10
15	19	1	591	0	194	10
22	22	2	592	18	48	10
18	24	22	593	169	199	10
26	27	27	594	0	207	10
25	24	20	595	0	205	10
22	27	11	596	0	204	10
25	21	12	597	123	153	10
19	21	10	598	0	198	10
20	26	9	599	73	103	10
18	18	17	600	165	195	10
41	49	10	601	0	204	10
35	17	7	602	0	202	10
55	45	13	603	0	197	10
55	20	19	604	139	169	10
15	30	26	605	0	199	10
25	30	3	606	89	119	10
20	50	5	607	0	198	10
10	43	9	608	85	115	10
55	60	16	609	87	117	10
30	60	16	610	114	144	10
20	65	12	611	57	87	10
50	35	19	612	0	205	10
30	25	23	613	149	179	10
15	10	20	614	0	187	10
30	5	8	615	51	81	10
10	20	19	616	0	190	10
5	30	2	617	147	177	10
20	40	12	618	0	204	10
15	60	17	619	0	187	10
45	65	9	620	0	188	10
45	20	11	621	0	201	10
45	10	18	622	87	117	10
55	5	29	623	58	88	10
65	35	3	624	0	190	10
65	20	6	625	156	186	10
45	30	17	626	0	208	10
35	40	16	627	27	57	10
41	37	16	628	0	213	10
64	42	9	629	0	190	10
40	60	21	630	61	91	10
31	52	27	631	0	202	10
35	69	23	632	0	186	10
53	52	11	633	27	57	10
65	55	14	634	0	183	10
63	65	8	635	133	163	10
2	60	5	636	41	71	10
20	20	8	637	0	198	10
5	5	16	638	73	103	10
60	12	31	639	34	64	10
40	25	9	640	75	105	10
42	7	5	641	87	117	10
24	12	5	642	25	55	10
23	3	7	643	0	185	10
11	14	18	644	59	89	10
6	38	16	645	29	59	10
2	48	1	646	0	184	10
8	56	27	647	0	185	10
13	52	36	648	0	192	10
6	68	30	649	98	128	10
47	47	13	650	0	203	10
49	58	10	651	0	193	10
27	43	9	652	0	208	10
37	31	14	653	85	115	10
57	29	18	654	0	197	10
63	23	2	655	126	156	10
53	12	6	656	120	150	10
32	12	7	657	0	196	10
36	26	18	658	180	210	10
21	24	28	659	0	202	10
17	34	3	660	0	201	10
12	24	13	661	0	194	10
24	58	19	662	48	78	10
27	69	10	663	0	185	10
15	77	9	664	63	93	10
62	77	20	665	49	79	10
49	73	25	666	117	147	10
67	5	25	667	73	103	10
56	39	36	668	132	162	10
37	47	6	669	40	70	10
37	56	5	670	168	198	10
57	68	15	671	0	180	10
47	16	25	672	0	197	10
44	17	9	673	0	199	10
46	13	8	674	139	169	10
49	11	18	675	0	192	10
49	42	13	676	63	93	10
53	43	14	677	169	199	10
61	52	3	678	86	116	10
57	48	23	679	82	112	10
56	37	6	680	168	198	10
55	54	26	681	0	192	10
15	47	16	682	0	196	10
14	37	11	683	0	198	10
11	31	7	684	91	121	10
16	22	41	685	0	196	10
4	18	35	686	0	184	10
28	18	26	687	83	113	10
26	52	9	688	64	94	10
26	35	15	689	0	211	10
31	67	3	690	0	187	10
15	19	1	691	0	194	10
22	22	2	692	18	48	10
18	24	22	693	169	199	10
26	27	27	694	0	207	10
25	24	20	695	0	205	10
22	27	11	696	0	204	10
25	21	12	697	0	202	10
19	21	10	698	0	198	10
20	26	9	699	73	103	10
18	18	17	700	165	195	10
41	49	10	701	0	204	10
35	17	7	702	0	202	10
55	45	13	703	0	197	10
55	20	19	704	139	169	10
15	30	26	705	0	199	10
25	30	3	706	0	208	10
20	50	5	707	0	198	10
10	43	9	708	85	115	10
55	60	16	709	87	117	10
30	60	16	710	0	194	10
20	65	12	711	57	87	10
50	35	19	712	0	205	10
30	25	23	713	149	179	10
15	10	20	714	0	187	10
30	5	8	715	51	81	10
10	20	19	716	0	190	10
5	30	2	717	0	189	10
20	40	12	718	0	204	10
15	60	17	719	0	187	10
45	65	9	720	0	188	10
45	20	11	721	0	201	10
45	10	18	722	0	193	10
55	5	29	723	58	88	10
65	35	3	724	0	190	10
65	20	6	725	156	186	10
45	30	17	726	0	208	10
35	40	16	727	0	215	10
41	37	16	728	0	213	10
64	42	9	729	0	190	10
40	60	21	730	0	194	10
31	52	27	731	0	202	10
35	69	23	732	0	186	10
53	52	11	733	0	195	10
65	55	14	734	0	183	10
63	65	8	735	0	178	10
2	60	5	736	0	178	10
20	20	8	737	0	198	10
5	5	16	738	73	103	10
60	12	31	739	0	186	10
40	25	9	740	0	208	10
42	7	5	741	0	191	10
24	12	5	742	0	194	10
23	3	7	743	0	185	10
11	14	18	744	59	89	10
6	38	16	745	0	190	10
2	48	1	746	0	184	10
8	56	27	747	0	185	10
13	52	36	748	0	192	10
6	68	30	749	0	176	10
47	47	13	750	0	203	10
49	58	10	751	0	193	10
27	43	9	752	0	208	10
37	31	14	753	85	115	10
57	29	18	754	0	197	10
63	23	2	755	126	156	10
53	12	6	756	0	190	10
32	12	7	757	0	196	10
36	26	18	758	180	210	10
21	24	28	759	0	202	10
17	34	3	760	0	201	10
12	24	13	761	0	194	10
24	58	19	762	48	78	10
27	69	10	763	0	185	10
15	77	9	764	0	173	10
62	77	20	765	0	170	10
49	73	25	766	0	179	10
67	5	25	767	73	103	10
56	39	36	768	0	198	10
37	47	6	769	40	70	10
37	56	5	770	0	198	10
57	68	15	771	0	180	10
47	16	25	772	0	197	10
44	17	9	773	0	199	10
46	13	8	774	139	169	10
49	11	18	775	0	192	10
49	42	13	776	63	93	10
53	43	14	777	169	199	10
61	52	3	778	0	188	10
57	48	23	779	82	112	10
56	37	6	780	0	198	10
55	54	26	781	0	192	10
15	47	16	782	0	196	10
14	37	11	783	0	198	10
11	31	7	784	91	121	10
16	22	41	785	0	196	10
4	18	35	786	0	184	10
28	18	26	787	83	113	10
26	52	9	788	0	200	10
26	35	15	789	0	211	10
31	67	3	790	0	187	10
15	19	1	791	0	194	10
22	22	2	792	18	48	10
18	24	22	793	0	199	10
26	27	27	794	0	207	10
25	24	20	795	0	205	10
22	27	11	796	0	204	10
25	21	12	797	0	202	10
19	21	10	798	0	198	10
20	26	9	799	73	103	10
18	18	17	800	165	195	10
41	49	10	801	133	198	10
35	17	7	802	22	87	10
55	45	13	803	98	143	10
55	20	19	804	123	184	10
15	30	26	805	20	93	10
25	30	3	806	76	131	10
20	50	5	807	61	110	10
10	43	9	808	75	124	10
55	60	16	809	74	129	10
30	60	16	810	107	150	10
20	65	12	811	42	101	10
50	35	19	812	38	97	10
30	25	23	813	131	196	10
15	10	20	814	32	114	10
30	5	8	815	35	96	10
10	20	19	816	52	107	10
5	30	2	817	124	189	10
20	40	12	818	69	114	10
15	60	17	819	52	109	10
45	65	9	820	105	156	10
45	20	11	821	37	96	10
45	10	18	822	76	127	10
55	5	29	823	43	102	10
65	35	3	824	124	190	10
65	20	6	825	121	186	10
45	30	17	826	112	161	10
35	40	16	827	8	75	10
41	37	16	828	11	76	10
64	42	9	829	37	98	10
40	60	21	830	49	102	10
31	52	27	831	24	85	10
35	69	23	832	116	175	10
53	52	11	833	24	92	10
65	55	14	834	96	147	10
63	65	8	835	116	178	10
2	60	5	836	41	112	10
20	20	8	837	113	164	10
5	5	16	838	60	115	10
60	12	31	839	33	110	10
40	25	9	840	65	114	10
42	7	5	841	72	131	10
24	12	5	842	25	91	10
23	3	7	843	111	162	10
11	14	18	844	45	102	10
6	38	16	845	29	99	10
2	48	1	846	92	151	10
8	56	27	847	34	105	10
13	52	36	848	128	192	10
6	68	30	849	93	132	10
47	47	13	850	102	155	10
49	58	10	851	64	121	10
27	43	9	852	26	87	10
37	31	14	853	75	124	10
57	29	18	854	118	171	10
63	23	2	855	111	170	10
53	12	6	856	106	163	10
32	12	7	857	77	134	10
36	26	18	858	147	210	10
21	24	28	859	17	100	10
17	34	3	860	134	199	10
12	24	13	861	55	106	10
24	58	19	862	30	95	10
27	69	10	863	34	103	10
15	77	9	864	48	107	10
62	77	20	865	49	113	10
49	73	25	866	104	159	10
67	5	25	867	59	116	10
56	39	36	868	117	176	10
37	47	6	869	23	86	10
37	56	5	870	123	198	10
57	68	15	871	54	109	10
47	16	25	872	22	96	10
44	17	9	873	56	109	10
46	13	8	874	123	184	10
49	11	18	875	45	102	10
49	42	13	876	52	103	10
53	43	14	877	136	200	10
61	52	3	878	71	130	10
57	48	23	879	72	121	10
56	37	6	880	135	198	10
55	54	26	881	78	119	10
15	47	16	882	29	90	10
14	37	11	883	21	89	10
11	31	7	884	81	130	10
16	22	41	885	70	121	10
4	18	35	886	74	123	10
28	18	26	887	79	116	10
26	52	9	888	50	107	10
26	35	15	889	139	211	10
31	67	3	890	73	126	10
15	19	1	891	132	194	10
22	22	2	892	18	88	10
18	24	22	893	129	199	10
26	27	27	894	81	128	10
25	24	20	895	14	78	10
22	27	11	896	114	165	10
25	21	12	897	115	160	10
19	21	10	898	32	93	10
20	26	9	899	60	115	10
18	18	17	900	123	195	10
41	49	10	901	130	201	10
35	17	7	902	20	89	10
55	45	13	903	106	135	10
55	20	19	904	71	195	10
15	30	26	905	20	107	10
25	30	3	906	54	153	10
20	50	5	907	66	105	10
10	43	9	908	61	138	10
55	60	16	909	53	150	10
30	60	16	910	101	156	10
20	65	12	911	33	152	10
50	35	19	912	38	97	10
30	25	23	913	70	208	10
15	10	20	914	32	137	10
30	5	8	915	30	154	10
10	20	19	916	54	105	10
5	30	2	917	51	189	10
20	40	12	918	77	106	10
15	60	17	919	53	108	10
45	65	9	920	109	152	10
45	20	11	921	37	96	10
45	10	18	922	59	144	10
55	5	29	923	36	155	10
65	35	3	924	118	190	10
65	20	6	925	47	186	10
45	30	17	926	117	156	10
35	40	16	927	5	156	10
41	37	16	928	8	79	10
64	42	9	929	37	98	10
40	60	21	930	28	123	10
31	52	27	931	24	85	10
35	69	23	932	116	175	10
53	52	11	933	24	179	10
65	55	14	934	100	143	10
63	65	8	935	50	178	10
2	60	5	936	41	178	10
20	20	8	937	117	160	10
5	5	16	938	42	145	10
60	12	31	939	33	186	10
40	25	9	940	51	128	10
42	7	5	941	44	159	10
24	12	5	942	25	172	10
23	3	7	943	115	158	10
11	14	18	944	31	138	10
6	38	16	945	29	189	10
2	48	1	946	93	150	10
8	56	27	947	34	116	10
13	52	36	948	125	192	10
6	68	30	949	93	132	10
47	47	13	950	105	152	10
49	58	10	951	66	119	10
27	43	9	952	25	88	10
37	31	14	953	62	137	10
57	29	18	954	121	168	10
63	23	2	955	70	189	10
53	12	6	956	81	188	10
32	12	7	957	78	133	10
36	26	18	958	79	210	10
21	24	28	959	17	123	10
17	34	3	960	130	201	10
12	24	13	961	59	102	10
24	58	19	962	25	164	10
27	69	10	963	34	112	10
15	77	9	964	46	165	10
62	77	20	965	49	170	10
49	73	25	966	77	179	10
67	5	25	967	43	150	10
56	39	36	968	82	198	10
37	47	6	969	12	142	10
37	56	5	970	21	198	10
57	68	15	971	57	106	10
47	16	25	972	22	110	10
44	17	9	973	60	105	10
46	13	8	974	73	195	10
49	11	18	975	46	101	10
49	42	13	976	36	119	10
53	43	14	977	65	200	10
61	52	3	978	43	158	10
57	48	23	979	58	135	10
56	37	6	980	69	198	10
55	54	26	981	87	110	10
15	47	16	982	28	91	10
14	37	11	983	21	97	10
11	31	7	984	68	143	10
16	22	41	985	74	117	10
4	18	35	986	79	118	10
28	18	26	987	84	111	10
26	52	9	988	24	133	10
26	35	15	989	128	211	10
31	67	3	990	76	123	10
15	19	1	991	130	194	10
22	22	2	992	18	181	10
